0.306712274,0.14926631,247286.1094,-0.000570399
0.301022127,0.147613164,254754.0938,0.001490741
0.290948536,0.158591459,267241.125,-0.045488928
0.28518144,0.167365681,281354.3125,-0.089625133
0.258865995,0.132754674,272786.1563,-0.048423201
0.262452567,0.117957155,273733.375,-0.0480192
0.258160824,0.108686154,285256.8438,-0.036606447
0.263455713,0.083773125,287133.8438,0.020086172
0.267067816,0.103287572,302034.5,0.002311925
0.264302281,0.112463204,312480.3438,-0.00599548
0.284124191,0.111181886,322915.1875,0.01440329
0.289724145,0.096142359,338980.3438,0.023806221
0.265671137,0.05999588,330555.7188,0.056416018
0.260442651,0.083723738,349810.7188,0.08173197
0.27049473,0.093237844,362891,0.052882353
0.281768295,0.07134963,374816.0313,0.069213691
0.279584884,0.058902458,382461.75,0.084363407
0.277739605,0.08410544,412996.0625,0.077051232
0.287019693,0.093930361,443629.8125,0.056531944
0.276690273,0.081070329,462313.1875,0.099469012
0.24571302,0.040840643,457648.375,0.087882235
0.228367076,0.013069719,459064.5625,0.075113452
0.234777953,0.031266238,477642.25,0.039364869
0.239442649,0.044962651,498137.8438,0.028584489
0.250954348,0.036355941,525318.4375,0.028589109
0.241354763,0.044324186,552598.4375,0.048832052
0.240287055,0.057798531,578234.9375,0.057550785
0.251592313,0.052506473,605540,0.041376832
0.254426731,0.042835749,632157.0625,0.032823454
0.259975964,0.049982238,664371.875,0.005343351
0.232573983,0.041092456,675432.0625,0.018676905
0.243391919,0.051708502,700850,0.012493561
0.260670395,0.04587774,722950.5,0.019743061
0.265873287,0.053053807,755897.1875,0.029020681
0.27022306,0.04559704,782117.5625,0.025874539
0.280082888,0.054768453,809225.4375,0.019571032
0.277502207,0.053291216,845524.8125,0.039241586
0.28741976,0.060982738,881446.875,0.023898208
0.28185074,0.080424528,902289.8125,0.024384817
0.277205998,0.058937594,906016.4375,0.009010851
0.266828413,0.079068831,956437.5,0.0145
0.279795219,0.091370419,985459.75,0.024881413
0.283045363,0.083140156,988637.5625,0.005456621
0.273244902,0.07375184,1006175.563,0.000116063
0.266535396,0.054551717,1017429.375,0.009961044
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
0.254298393,0.081052088,246072.7969,0.011565624
0.259219114,0.078228547,251628.1094,0.011998088
0.255271954,0.079624024,263043.0313,0.015814144
0.255832064,0.082725657,277555.6875,0.019389027
0.250416519,0.082416502,286629.9063,0.005945443
0.256977191,0.084931237,297685.6563,0.020862393
0.248403467,0.078561173,292992.7813,0.014573358
0.235551771,0.093644362,299323.7813,0.013944213
0.241655611,0.086576132,300417.7813,-0.000690444
0.236400138,0.091927703,310371.625,-0.003070893
0.23111657,0.085641222,311519.0938,0.008050082
0.226734365,0.100953925,328190.0625,0.013310133
0.229979319,0.117221008,343158.25,0.007891846
0.233779018,0.118668859,353266.9375,0.01988334
0.224824203,0.071135058,349695.5625,-0.008122582
